X_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
1,2014,D11,Crimes Against the Person,Other,22,9
2,2014,D11,Crimes Against Property,Theft Over $5000,1,1
3,2014,D11,Crimes Against the Person,Other,1,1
4,2014,D11,Crimes Against the Person,Robbery-Financial,1,1
5,2014,D11,Crimes Against Property,Break & Enter-House,23,13
6,2014,D11,Crimes Against Property,Theft Over $5000,1,1
7,2014,D11,Crimes Against Property,Break & Enter-House,13,6
8,2014,D11,Crimes Against Property,Theft Over $5000,2,1
9,2014,D11,Crimes Against Property,Break & Enter-House,7,2
10,2014,D11,Crimes Against Property,Theft Over $5000,1,0
11,2014,D11,Crimes Against the Person,Robbery-Financial,1,1
12,2014,D11,Crimes Against Property,Break & Enter-House,8,2
13,2014,D12,Crimes Against Property,Break & Enter-Other,4,3
14,2014,D11,Controlled Drugs and Substances Act,Other,14,12
15,2014,D12,Crimes Against Property,Auto Theft,39,6
16,2014,D11,Crimes Against Property,Theft Over $5000,2,0
17,2014,D11,Crimes Against the Person,Robbery-Financial,1,1
18,2014,D11,Crimes Against Property,Break & Enter-House,5,0
19,2014,D12,Crimes Against Property,Fraud,21,5
20,2014,D11,Crimes Against Property,Theft Over $5000,4,1
21,2014,D12,Crimes Against Property,Auto Theft,9,2
22,2014,D11,Controlled Drugs and Substances Act,Other,20,20
23,2014,D11,Crimes Against the Person,Robbery-Financial,1,1
24,2014,D11,Crimes Against Property,Break & Enter-House,7,2
25,2014,D12,Crimes Against Property,Fraud,42,19
26,2014,D11,Crimes Against Property,Theft Under $5000,1,1
27,2014,D12,Crimes Against Property,Auto Theft,20,3
28,2014,D11,Controlled Drugs and Substances Act,Other,20,19
29,2014,D11,Crimes Against the Person,Robbery-Financial,1,1
30,2014,D11,Crimes Against Property,Break & Enter-House,13,5
31,2014,D12,Crimes Against Property,Fraud,6,3
32,2014,D11,Crimes Against Property,Theft Under $5000,372,256
33,2014,D12,Crimes Against Property,Auto Theft,7,1
34,2014,D11,Controlled Drugs and Substances Act,Other,11,11
35,2014,D11,Crimes Against the Person,Robbery-Financial,1,1
36,2014,D11,Crimes Against Property,Break & Enter-House,6,3
37,2014,D11,Crimes Against Property,Theft Under $5000,147,25
38,2014,D12,Crimes Against Property,Auto Theft,27,4
39,2014,D12,Crimes Against the Person,Assault,67,43
40,2014,D12,Crimes Against Property,Fraud,27,6
41,2014,D11,Other Criminal Code Violations,Other,1,1
42,2014,D11,Controlled Drugs and Substances Act,Other,56,55
43,2014,D11,Crimes Against Property,Break & Enter-Other,3,1
44,2014,D11,Crimes Against the Person,Robbery-Financial,1,1
45,2014,D11,Crimes Against Property,Theft Under $5000,166,44
46,2014,D12,Crimes Against Property,Auto Theft,19,5
47,2014,D12,Crimes Against the Person,Assault,17,15
48,2014,D12,Crimes Against Property,Fraud,17,5
49,2014,D11,Controlled Drugs and Substances Act,Other,9,9
50,2014,D11,Other Criminal Code Violations,Other,37,34
51,2014,D11,Crimes Against Property,Break & Enter-Other,4,1
52,2014,D11,Crimes Against the Person,Robbery-Other,10,4
53,2014,D12,Crimes Against the Person,Assault,84,71
54,2014,D11,Crimes Against Property,Theft Under $5000,252,115
55,2014,D12,Crimes Against Property,Auto Theft,47,12
56,2014,D12,Crimes Against Property,Fraud,15,2
57,2014,D11,Crimes Against the Person,Robbery-Other,14,6
58,2014,D11,Crimes Against Property,Theft Under $5000,200,62
59,2014,D12,Crimes Against Property,Auto Theft,7,1
60,2014,D12,Crimes Against the Person,Assault,14,7
61,2014,D11,Crimes Against Property,Break & Enter-Other,1,1
62,2014,D11,Other Criminal Code Violations,Other,43,39
63,2014,D11,Controlled Drugs and Substances Act,Other,6,6
64,2014,D12,Crimes Against Property,Auto Theft,55,12
65,2014,D12,Crimes Against the Person,Assault,24,20
66,2014,D11,Crimes Against Property,Break & Enter-Other,1,0
67,2014,D11,Other Criminal Code Violations,Other,46,42
68,2014,D12,Crimes Against Property,Fraud,5,0
69,2014,D11,Crimes Against the Person,Robbery-Other,24,2
70,2014,D11,Crimes Against Property,Theft Under $5000,39,9
71,2014,D11,Controlled Drugs and Substances Act,Other,4,4
72,2014,D12,Crimes Against Property,Auto Theft,7,2
73,2014,D12,Crimes Against the Person,Assault,112,79
74,2014,D11,Crimes Against Property,Break & Enter-Other,1,1
75,2014,D11,Other Criminal Code Violations,Other,57,55
76,2014,D12,Crimes Against Property,Fraud,14,4
77,2014,D11,Crimes Against the Person,Robbery-Other,8,5
78,2014,D11,Crimes Against Property,Theft Under $5000,55,27
79,2014,D11,Controlled Drugs and Substances Act,Other,30,29
80,2014,D12,Crimes Against Property,Break & Enter-Apartment,8,3
81,2014,D12,Crimes Against the Person,Assault,41,31
82,2014,D11,Crimes Against Property,Break & Enter-Other,3,1
83,2014,D11,Other Criminal Code Violations,Other,102,96
84,2014,D12,Crimes Against Property,Fraud,26,8
85,2014,D11,Crimes Against the Person,Robbery-Other,20,5
86,2014,D11,Crimes Against Property,Theft Under $5000,9,3
87,2014,D11,Controlled Drugs and Substances Act,Other,7,7
88,2014,D12,Crimes Against Property,Break & Enter-Apartment,5,4
89,2014,D12,Crimes Against the Person,Assault,153,112
90,2014,D11,Crimes Against Property,Break & Enter-Other,5,0
91,2014,D11,Other Criminal Code Violations,Other,18,17
92,2014,D12,Crimes Against Property,Fraud,11,2
93,2014,D11,Crimes Against the Person,Robbery-Other,1,0
94,2014,D11,Crimes Against Property,Theft Under $5000,106,88
95,2014,D11,Controlled Drugs and Substances Act,Other,8,7
96,2014,D12,Crimes Against Property,Break & Enter-Apartment,1,0
97,2014,D12,Crimes Against the Person,Assault,30,22
98,2014,D12,Crimes Against Property,Fraud,45,13
99,2014,D11,Crimes Against Property,Break & Enter-Other,2,1
100,2014,D12,Crimes Against Property,Fraud,3,1
101,2014,D11,Crimes Against Property,Theft Under $5000,186,73
102,2014,D11,Crimes Against Property,Break & Enter-Other,3,1
103,2014,D12,Crimes Against Property,Other,34,11
104,2014,D11,Controlled Drugs and Substances Act,Other,15,15
105,2014,D12,Crimes Against Property,Break & Enter-Apartment,9,6
106,2014,D11,Crimes Against the Person,Robbery-Other,8,6
107,2014,D12,Crimes Against the Person,Attempt Murder,1,0
108,2014,D11,Other Criminal Code Violations,Other,11,7
109,2014,D11,Crimes Against Property,Auto Theft,7,5
110,2014,D12,Crimes Against Property,Break & Enter-Apartment,2,1
111,2014,D11,Crimes Against the Person,Robbery-Other,4,0
112,2014,D11,Crimes Against Property,Theft Under $5000,144,69
113,2014,D12,Crimes Against Property,Other,71,28
114,2014,D11,Crimes Against Property,Fraud,1,1
115,2014,D11,Other Criminal Code Violations,Other,3,2
116,2014,D12,Crimes Against the Person,Attempt Murder,4,4
117,2014,D11,Crimes Against Property,Auto Theft,8,4
118,2014,D12,Crimes Against Property,Break & Enter-Apartment,12,7
119,2014,D11,Crimes Against the Person,Robbery-Other,1,1
120,2014,D11,Crimes Against Property,Theft Under $5000,45,8
121,2014,D12,Crimes Against Property,Other,14,5
122,2014,D11,Crimes Against Property,Fraud,37,15
123,2014,D11,Other Criminal Code Violations,Other,9,9
124,2014,D12,Crimes Against the Person,Attempt Murder,1,1
125,2014,D11,Crimes Against Property,Auto Theft,19,6
126,2014,D12,Crimes Against Property,Break & Enter-Apartment,2,2
127,2014,D11,Crimes Against the Person,Robbery-Other,21,13
128,2014,D11,Crimes Against Property,Theft Under $5000,1,0
129,2014,D12,Crimes Against Property,Other,39,14
130,2014,D11,Crimes Against Property,Fraud,19,5
131,2014,D11,Other Criminal Code Violations,Other,87,83
132,2014,D12,Crimes Against the Person,Other,28,18
133,2014,D11,Crimes Against Property,Auto Theft,16,4
134,2014,D12,Crimes Against Property,Break & Enter-Apartment,10,6
135,2014,D11,Crimes Against the Person,Robbery-Other,9,7
136,2014,D11,Crimes Against Property,Theft Under $5000,51,10
137,2014,D12,Crimes Against Property,Other,17,5
138,2014,D11,Crimes Against Property,Fraud,37,7
139,2014,D11,Other Criminal Code Violations,Other,32,30
140,2014,D12,Crimes Against the Person,Other,30,23
141,2014,D11,Crimes Against Property,Auto Theft,15,3
142,2014,D12,Crimes Against Property,Break & Enter-Apartment,10,5
143,2014,D11,Crimes Against the Person,Robbery-Other,3,0
144,2014,D11,Crimes Against the Person,Robbery-Other,4,0
145,2014,D11,Crimes Against the Person,Sexual Violation,1,1
146,2014,D11,Crimes Against the Person,Sexual Violation,6,3
147,2014,D11,Crimes Against the Person,Sexual Violation,9,5
148,2014,D11,Crimes Against the Person,Sexual Violation,12,7
149,2014,D11,Crimes Against the Person,Sexual Violation,8,5
150,2014,D11,Crimes Against the Person,Sexual Violation,16,12
151,2014,D11,Crimes Against the Person,Sexual Violation,2,0
152,2014,D11,Crimes Against the Person,Sexual Violation,3,3
153,2014,D11,Crimes Against the Person,Sexual Violation,4,1
154,2014,D11,Crimes Against the Person,Sexual Violation,1,1
155,2014,D11,Crimes Against the Person,Sexual Violation,15,6
156,2014,D11,Crimes Against the Person,Sexual Violation,5,3
157,2014,D11,Crimes Against the Person,Sexual Violation,2,0
158,2014,D11,Crimes Against the Person,Sexual Violation,10,4
159,2014,D11,Criminal Code Traffic,Other,3,3
160,2014,D11,Criminal Code Traffic,Other,1,1
161,2014,D11,Criminal Code Traffic,Other,5,5
162,2014,D11,Criminal Code Traffic,Other,27,27
163,2014,D11,Criminal Code Traffic,Other,7,7
164,2014,D11,Criminal Code Traffic,Other,7,7
165,2014,D11,Criminal Code Traffic,Other,4,4
166,2014,D11,Criminal Code Traffic,Other,3,3
167,2014,D11,Criminal Code Traffic,Other,1,1
168,2014,D11,Criminal Code Traffic,Other,1,1
169,2014,D11,Criminal Code Traffic,Other,5,5
170,2014,D11,Criminal Code Traffic,Other,7,7
171,2014,D11,Criminal Code Traffic,Other,7,7
172,2014,D11,Criminal Code Traffic,Other,9,9
173,2014,D11,Crimes Against Property,Fraud,27,11
174,2014,D11,Crimes Against the Person,Assault,61,39
175,2014,D12,Crimes Against Property,Other,40,11
176,2014,D12,Crimes Against Property,Break & Enter-Apartment,17,10
177,2014,D12,Crimes Against the Person,Other,2,1
178,2014,D11,Other Criminal Code Violations,Other,10,10
179,2014,D11,Crimes Against Property,Fraud,30,12
180,2014,D11,Crimes Against the Person,Assault,73,56
181,2014,D12,Crimes Against Property,Other,6,3
182,2014,D12,Crimes Against Property,Break & Enter-Commercial,5,4
183,2014,D12,Crimes Against the Person,Other,18,15
184,2014,D11,Other Criminal Code Violations,Other,60,57
185,2014,D11,Crimes Against Property,Fraud,8,4
186,2014,D11,Crimes Against the Person,Assault,80,58
187,2014,D12,Crimes Against Property,Other,19,7
188,2014,D12,Crimes Against Property,Break & Enter-Commercial,7,2
189,2014,D12,Crimes Against the Person,Other,1,0
190,2014,D12,Crimes Against the Person,Other,6,6
191,2014,D12,Crimes Against the Person,Other,17,12
192,2014,D12,Crimes Against the Person,Other,4,4
193,2014,D12,Crimes Against the Person,Other,7,4
194,2014,D12,Crimes Against the Person,Other,26,14
195,2014,D12,Crimes Against the Person,Other,11,8
196,2014,D12,Crimes Against the Person,Other,44,28
197,2014,D12,Crimes Against the Person,Other,5,2
198,2014,D12,Crimes Against the Person,Robbery-Financial,2,2
199,2014,D12,Crimes Against the Person,Robbery-Financial,1,1
200,2014,D12,Crimes Against the Person,Robbery-Other,14,8
201,2014,D12,Crimes Against the Person,Robbery-Other,32,21
202,2014,D12,Crimes Against the Person,Robbery-Other,5,3
203,2014,D12,Crimes Against the Person,Robbery-Other,32,10
204,2014,D12,Crimes Against the Person,Robbery-Other,7,5
205,2014,D12,Crimes Against the Person,Robbery-Other,20,12
206,2014,D12,Crimes Against the Person,Robbery-Other,2,0
207,2014,D12,Crimes Against the Person,Robbery-Other,5,3
208,2014,D12,Crimes Against the Person,Robbery-Other,34,21
209,2014,D12,Crimes Against the Person,Robbery-Other,13,4
210,2014,D12,Crimes Against the Person,Robbery-Other,30,20
211,2014,D12,Crimes Against the Person,Robbery-Other,6,3
212,2014,D12,Crimes Against the Person,Sexual Violation,5,2
213,2014,D12,Crimes Against the Person,Sexual Violation,15,9
214,2014,D12,Crimes Against the Person,Sexual Violation,1,0
215,2014,D12,Crimes Against the Person,Sexual Violation,8,4
216,2014,D12,Crimes Against the Person,Sexual Violation,1,0
217,2014,D12,Crimes Against the Person,Sexual Violation,8,6
218,2014,D12,Crimes Against the Person,Sexual Violation,5,4
219,2014,D12,Crimes Against the Person,Sexual Violation,6,4
220,2014,D12,Crimes Against the Person,Sexual Violation,4,2
221,2014,D12,Crimes Against the Person,Sexual Violation,19,11
222,2014,D12,Crimes Against the Person,Sexual Violation,7,4
223,2014,D12,Crimes Against Property,Other,80,31
224,2014,D11,Crimes Against Property,Fraud,9,2
225,2014,D11,Crimes Against the Person,Assault,77,65
226,2014,D12,Crimes Against Property,Break & Enter-Commercial,4,1
227,2014,D12,Crimes Against Property,Other,36,12
228,2014,D11,Crimes Against Property,Fraud,2,0
229,2014,D11,Crimes Against the Person,Assault,123,94
230,2014,D12,Crimes Against Property,Break & Enter-Commercial,3,1
231,2014,D12,Crimes Against Property,Other,94,34
232,2014,D11,Crimes Against Property,Fraud,8,5
233,2014,D11,Crimes Against the Person,Assault,1,0
234,2014,D12,Crimes Against Property,Break & Enter-Commercial,1,0
235,2014,D12,Crimes Against Property,Other,23,8
236,2014,D12,Crimes Against Property,Theft Over $5000,2,1
237,2014,D12,Crimes Against Property,Theft Over $5000,5,2
238,2014,D12,Crimes Against Property,Theft Over $5000,1,0
239,2014,D12,Crimes Against Property,Theft Over $5000,4,1
240,2014,D12,Crimes Against Property,Theft Over $5000,2,1
241,2014,D12,Crimes Against Property,Theft Over $5000,7,2
242,2014,D12,Crimes Against Property,Theft Over $5000,1,1
243,2014,D12,Crimes Against Property,Theft Over $5000,4,2
244,2014,D12,Crimes Against Property,Theft Over $5000,1,0
245,2014,D12,Crimes Against Property,Theft Under $5000,50,12
246,2014,D12,Crimes Against Property,Theft Under $5000,279,179
247,2014,D12,Crimes Against Property,Theft Under $5000,56,27
248,2014,D12,Crimes Against Property,Theft Under $5000,65,24
249,2014,D12,Crimes Against Property,Theft Under $5000,1,1
250,2014,D12,Crimes Against Property,Theft Under $5000,21,6
251,2014,D12,Crimes Against Property,Theft Under $5000,68,14
252,2014,D12,Crimes Against Property,Theft Under $5000,6,4
253,2014,D12,Crimes Against Property,Theft Under $5000,197,119
254,2014,D12,Crimes Against Property,Theft Under $5000,137,27
255,2014,D12,Crimes Against Property,Theft Under $5000,47,11
256,2014,D12,Crimes Against Property,Theft Under $5000,166,52
257,2014,D12,Crimes Against Property,Theft Under $5000,26,2
258,2014,D12,Crimes Against the Person,Assault,53,38
259,2014,D12,Crimes Against the Person,Assault,82,57
260,2014,D12,Crimes Against the Person,Assault,17,13
261,2014,D11,Other Criminal Code Violations,Other,1,1
262,2014,D11,Crimes Against Property,Fraud,21,7
263,2014,D11,Crimes Against the Person,Assault,26,23
264,2014,D11,Other Criminal Code Violations,Other,1,1
265,2014,D12,Crimes Against Property,Break & Enter-Commercial,2,1
266,2014,D11,Crimes Against Property,Fraud,15,9
267,2014,D11,Crimes Against the Person,Assault,23,16
268,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
269,2014,D12,Crimes Against Property,Break & Enter-Commercial,1,0
270,2014,D11,Crimes Against Property,Fraud,2,0
271,2014,D11,Crimes Against the Person,Assault,5,3
272,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5
273,2014,D12,Crimes Against Property,Break & Enter-Commercial,3,1
274,2014,D11,Crimes Against Property,Fraud,16,5
275,2014,D11,Crimes Against the Person,Assault,7,5
276,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8
277,2014,D12,Crimes Against Property,Break & Enter-Commercial,7,2
278,2014,D11,Crimes Against Property,Other,2,0
279,2014,D11,Crimes Against the Person,Assault,69,56
280,2014,D12,Crimes Against Property,Break & Enter-Commercial,2,2
281,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6
282,2014,D11,Crimes Against Property,Other,74,33
283,2014,D11,Crimes Against the Person,Assault,26,18
284,2014,D12,Crimes Against Property,Break & Enter-Commercial,6,1
285,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
286,2014,D11,Crimes Against Property,Other,67,24
287,2014,D11,Crimes Against the Person,Assault,21,16
288,2014,D12,Crimes Against Property,Break & Enter-House,6,2
289,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7
290,2014,D11,Crimes Against Property,Other,85,23
291,2014,D11,Crimes Against the Person,Assault,1,1
292,2014,D12,Crimes Against Property,Break & Enter-House,9,3
293,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
294,2014,D11,Crimes Against Property,Other,77,35
295,2014,D11,Crimes Against the Person,Assault,54,45
296,2014,D12,Crimes Against Property,Break & Enter-House,4,1
297,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
298,2014,D11,Crimes Against Property,Other,94,40
299,2014,D11,Crimes Against the Person,Attempt Murder,1,1
300,2014,D12,Crimes Against Property,Break & Enter-House,10,1
301,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,6
302,2014,D11,Crimes Against Property,Other,23,5
303,2014,D11,Crimes Against the Person,Other,13,9
304,2014,D12,Crimes Against Property,Break & Enter-House,10,2
305,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
306,2014,D11,Crimes Against Property,Other,25,6
307,2014,D11,Crimes Against the Person,Other,26,15
308,2014,D12,Crimes Against Property,Break & Enter-House,3,1
309,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
310,2014,D11,Crimes Against Property,Other,9,2
311,2014,D11,Crimes Against the Person,Other,23,15
312,2014,D12,Crimes Against Property,Break & Enter-House,16,12
313,2014,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
314,2014,D11,Crimes Against Property,Other,4,3
315,2014,D11,Crimes Against the Person,Other,15,13
316,2014,D12,Crimes Against Property,Break & Enter-House,12,5
317,2014,D11,Other Federal Statute Violations,Other,2,2
318,2014,D11,Crimes Against Property,Other,74,24
319,2014,D11,Crimes Against the Person,Other,29,15
320,2014,D12,Crimes Against Property,Break & Enter-House,7,2
321,2014,D11,Other Federal Statute Violations,Other,3,3
322,2014,D11,Crimes Against the Person,Other,7,5
323,2014,D11,Crimes Against Property,Other,39,14
324,2014,D12,Crimes Against Property,Break & Enter-House,6,5
325,2014,D11,Other Federal Statute Violations,Other,3,3
326,2014,D11,Crimes Against Property,Other,10,6
327,2014,D11,Crimes Against the Person,Other,4,3
328,2014,D12,Crimes Against Property,Break & Enter-House,7,2
329,2014,D11,Other Federal Statute Violations,Other,1,1
330,2014,D11,Crimes Against Property,Other,45,15
331,2014,D11,Crimes Against the Person,Other,1,0
332,2014,D12,Crimes Against Property,Break & Enter-Other,1,1
333,2014,D11,Other Federal Statute Violations,Other,1,1
334,2014,D11,Crimes Against Property,Theft Over $5000,6,3
335,2014,D11,Crimes Against the Person,Other,5,4
336,2014,D12,Crimes Against Property,Break & Enter-Other,2,1
337,2014,D11,Other Federal Statute Violations,Other,4,4
338,2014,D11,Crimes Against Property,Theft Over $5000,5,0
339,2014,D11,Crimes Against the Person,Other,3,0
340,2014,D12,Crimes Against Property,Break & Enter-Other,1,0
341,2014,D11,Other Federal Statute Violations,Other,3,3
342,2014,D11,Crimes Against Property,Theft Over $5000,8,3
343,2014,D11,Crimes Against the Person,Other,18,15
344,2014,D12,Crimes Against Property,Break & Enter-Other,1,0
345,2014,D11,Other Federal Statute Violations,Other,1,1
346,2014,D11,Crimes Against Property,Theft Over $5000,4,1
347,2014,D11,Crimes Against the Person,Other,13,6
348,2014,D12,Crimes Against Property,Break & Enter-Other,1,0
349,2014,D11,Other Federal Statute Violations,Other,1,1
350,2014,D11,Crimes Against Property,Theft Over $5000,2,1
351,2014,D11,Crimes Against the Person,Other,2,2
352,2014,D12,Crimes Against Property,Break & Enter-Other,1,0
353,2014,D12,Controlled Drugs and Substances Act,Other,24,24
354,2014,D12,Crimes Against Property,Break & Enter-Other,6,1
355,2014,D12,Controlled Drugs and Substances Act,Other,42,41
356,2014,D12,Crimes Against Property,Break & Enter-Other,2,2
357,2014,D12,Controlled Drugs and Substances Act,Other,9,8
358,2014,D12,Controlled Drugs and Substances Act,Other,19,19
359,2014,D12,Controlled Drugs and Substances Act,Other,11,10
360,2014,D12,Controlled Drugs and Substances Act,Other,52,52
361,2014,D12,Controlled Drugs and Substances Act,Other,13,9
362,2014,D12,Controlled Drugs and Substances Act,Other,16,15
363,2014,D12,Controlled Drugs and Substances Act,Other,37,36
364,2014,D12,Controlled Drugs and Substances Act,Other,24,24
365,2014,D12,Controlled Drugs and Substances Act,Other,63,60
366,2014,D12,Controlled Drugs and Substances Act,Other,13,13
367,2014,D12,Crimes Against Property,Auto Theft,10,3
368,2014,D11,Crimes Against Property,Auto Theft,7,3
369,2014,D11,Crimes Against Property,Auto Theft,3,0
370,2014,D11,Crimes Against Property,Auto Theft,1,0
371,2014,D11,Crimes Against Property,Auto Theft,1,0
372,2014,D11,Crimes Against Property,Auto Theft,12,2
373,2014,D11,Crimes Against Property,Auto Theft,15,7
374,2014,D11,Crimes Against Property,Auto Theft,4,2
375,2014,D11,Crimes Against Property,Auto Theft,16,7
376,2014,D11,Crimes Against Property,Break & Enter-Apartment,12,6
377,2014,D11,Crimes Against Property,Break & Enter-Apartment,11,5
378,2014,D11,Crimes Against Property,Break & Enter-Apartment,9,4
379,2014,D11,Crimes Against Property,Break & Enter-Apartment,6,1
380,2014,D11,Crimes Against Property,Break & Enter-Apartment,19,6
381,2014,D11,Crimes Against Property,Break & Enter-Apartment,3,3
382,2014,D11,Crimes Against Property,Break & Enter-Apartment,3,0
383,2014,D11,Crimes Against Property,Break & Enter-Apartment,2,2
384,2014,D11,Crimes Against Property,Break & Enter-Apartment,13,7
385,2014,D11,Crimes Against Property,Break & Enter-Apartment,1,0
386,2014,D11,Crimes Against Property,Break & Enter-Apartment,6,3
387,2014,D11,Crimes Against Property,Break & Enter-Commercial,2,0
388,2014,D11,Crimes Against Property,Break & Enter-Commercial,1,0
389,2014,D11,Crimes Against Property,Break & Enter-Commercial,10,3
390,2014,D11,Crimes Against Property,Break & Enter-Commercial,7,3
391,2014,D11,Crimes Against Property,Break & Enter-Commercial,5,0
392,2014,D11,Crimes Against Property,Break & Enter-Commercial,5,2
393,2014,D11,Crimes Against Property,Break & Enter-Commercial,2,0
394,2014,D11,Crimes Against Property,Break & Enter-Commercial,2,1
395,2014,D11,Crimes Against Property,Break & Enter-Commercial,13,4
396,2014,D11,Crimes Against Property,Break & Enter-Commercial,6,3
397,2014,D11,Crimes Against Property,Break & Enter-Commercial,1,0
398,2014,D11,Crimes Against Property,Break & Enter-Commercial,4,2
399,2014,D11,Crimes Against Property,Break & Enter-House,2,0
400,2014,D11,Crimes Against Property,Break & Enter-House,5,1
401,2014,D13,Other Criminal Code Violations,Other,1,1
402,2014,D13,Other Criminal Code Violations,Other,27,24
403,2014,D13,Other Criminal Code Violations,Other,5,5
404,2014,D13,Crimes Against Property,Theft Over $5000,5,3
405,2014,D13,Other Criminal Code Violations,Other,6,6
406,2014,D13,Other Criminal Code Violations,Other,85,80
407,2014,D13,Other Criminal Code Violations,Other,37,36
408,2014,D14,Crimes Against Property,Auto Theft,13,2
409,2014,D13,Other Criminal Code Violations,Other,19,18
410,2014,D13,Crimes Against the Person,Other,7,4
411,2014,D13,Crimes Against Property,Break & Enter-House,12,2
412,2014,D14,Crimes Against Property,Break & Enter-Other,4,2
413,2014,D13,Controlled Drugs and Substances Act,Other,23,22
414,2014,D13,Crimes Against Property,Theft Over $5000,1,1
415,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5
416,2014,D13,Crimes Against Property,Theft Over $5000,2,0
417,2014,D13,Controlled Drugs and Substances Act,Other,12,12
418,2014,D14,Crimes Against Property,Auto Theft,8,5
419,2014,D14,Crimes Against Property,Break & Enter-Other,4,0
420,2014,D13,Crimes Against the Person,Other,2,2
421,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
422,2014,D13,Crimes Against Property,Theft Over $5000,3,1
423,2014,D13,Crimes Against Property,Break & Enter-House,20,9
424,2014,D13,Controlled Drugs and Substances Act,Other,6,6
425,2014,D14,Crimes Against Property,Auto Theft,15,7
426,2014,D14,Crimes Against Property,Break & Enter-Other,1,0
427,2014,D13,Crimes Against the Person,Other,29,23
428,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
429,2014,D13,Crimes Against Property,Theft Over $5000,2,1
430,2014,D13,Crimes Against Property,Break & Enter-House,9,2
431,2014,D13,Controlled Drugs and Substances Act,Other,33,32
432,2014,D14,Crimes Against Property,Auto Theft,12,7
433,2014,D14,Crimes Against Property,Break & Enter-Other,2,2
434,2014,D13,Crimes Against the Person,Other,19,14
435,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
436,2014,D13,Controlled Drugs and Substances Act,Other,3,3
437,2014,D14,Crimes Against Property,Break & Enter-Apartment,17,5
438,2014,D13,Crimes Against Property,Theft Over $5000,4,0
439,2014,D13,Crimes Against Property,Break & Enter-House,15,5
440,2014,D13,Crimes Against the Person,Other,14,6
441,2014,D14,Crimes Against Property,Fraud,25,4
442,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
443,2014,D13,Crimes Against the Person,Robbery-Financial,2,0
444,2014,D13,Crimes Against Property,Break & Enter-House,10,0
445,2014,D14,Crimes Against Property,Break & Enter-Apartment,6,3
446,2014,D14,Crimes Against Property,Fraud,24,7
447,2014,D13,Crimes Against Property,Theft Over $5000,3,2
448,2014,D13,Controlled Drugs and Substances Act,Other,1,1
449,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
450,2014,D13,Crimes Against the Person,Robbery-Financial,1,0
451,2014,D13,Crimes Against Property,Break & Enter-House,17,5
452,2014,D14,Crimes Against Property,Break & Enter-Apartment,2,1
453,2014,D14,Crimes Against Property,Fraud,4,0
454,2014,D13,Crimes Against Property,Theft Over $5000,3,1
455,2014,D13,Controlled Drugs and Substances Act,Other,5,5
456,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
457,2014,D13,Crimes Against the Person,Robbery-Other,12,4
458,2014,D13,Crimes Against Property,Break & Enter-House,17,6
459,2014,D14,Crimes Against Property,Break & Enter-Apartment,16,2
460,2014,D14,Crimes Against Property,Fraud,44,14
461,2014,D13,Crimes Against Property,Theft Over $5000,2,2
462,2014,D13,Controlled Drugs and Substances Act,Other,11,11
463,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2
464,2014,D13,Crimes Against the Person,Robbery-Other,13,4
465,2014,D13,Crimes Against Property,Break & Enter-House,17,5
466,2014,D14,Crimes Against Property,Break & Enter-Apartment,6,2
467,2014,D14,Crimes Against Property,Fraud,15,1
468,2014,D13,Crimes Against Property,Theft Over $5000,3,1
469,2014,D13,Controlled Drugs and Substances Act,Other,4,4
470,2014,D13,Other Federal Statute Violations,Other,5,5
471,2014,D13,Crimes Against the Person,Robbery-Other,8,5
472,2014,D13,Crimes Against Property,Break & Enter-House,3,1
473,2014,D14,Crimes Against Property,Break & Enter-Apartment,17,4
474,2014,D14,Crimes Against Property,Fraud,29,8
475,2014,D13,Crimes Against Property,Theft Over $5000,6,3
