X_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
27855,2021,D32,Crimes Against Property,Theft Under $5000,340,49
27856,2021,D32,Crimes Against the Person,Other,4,3
27857,2021,D32,Criminal Code Traffic,Other,17,15
27858,2021,D31,Other Criminal Code Violations,Other,151,124
27859,2021,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,7
27860,2021,D32,Crimes Against Property,Theft Under $5000,39,2
27861,2021,D32,Crimes Against the Person,Other,21,14
27862,2021,D32,Criminal Code Traffic,Other,2,1
27863,2021,D31,Other Criminal Code Violations,Other,14,10
27864,2021,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
27865,2021,D32,Crimes Against Property,Theft Under $5000,104,2
27866,2021,D32,Crimes Against the Person,Other,15,5
27867,2021,D32,Criminal Code Traffic,Other,3,2
27868,2021,D31,Other Criminal Code Violations,Other,76,50
27869,2021,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,8
27870,2021,D32,Crimes Against Property,Theft Under $5000,131,5
27871,2021,D32,Crimes Against the Person,Other,8,5
27872,2021,D32,Criminal Code Traffic,Other,2,1
27873,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,26,22
27874,2021,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
27875,2021,D32,Crimes Against Property,Theft Under $5000,270,37
27876,2021,D32,Crimes Against the Person,Other,10,7
27877,2021,D32,Criminal Code Traffic,Other,5,4
27878,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,16,11
27879,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,36,25
27880,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,6
27881,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,7
27882,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
27883,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,42,30
27884,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,1
27885,2021,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,23,10
27886,2021,D31,Other Federal Statute Violations,Other,6,4
27887,2021,D31,Other Federal Statute Violations,Other,1,1
27888,2021,D31,Other Federal Statute Violations,Other,4,3
27889,2021,D32,Controlled Drugs and Substances Act,Other,1,1
27890,2021,D32,Controlled Drugs and Substances Act,Other,1,1
27891,2021,D32,Controlled Drugs and Substances Act,Other,9,8
27892,2021,D32,Controlled Drugs and Substances Act,Other,4,4
27893,2021,D32,Controlled Drugs and Substances Act,Other,1,1
27894,2021,D32,Controlled Drugs and Substances Act,Other,4,4
27895,2021,D32,Controlled Drugs and Substances Act,Other,2,2
27896,2021,D32,Controlled Drugs and Substances Act,Other,1,1
27897,2021,D32,Controlled Drugs and Substances Act,Other,7,6
27898,2021,D32,Controlled Drugs and Substances Act,Other,3,3
27899,2021,D32,Controlled Drugs and Substances Act,Other,3,3
27900,2021,D32,Controlled Drugs and Substances Act,Other,2,2
27901,2021,D32,Controlled Drugs and Substances Act,Other,4,4
27902,2021,D32,Controlled Drugs and Substances Act,Other,2,2
27903,2021,D32,Controlled Drugs and Substances Act,Other,5,4
27904,2021,D32,Crimes Against Property,Auto Theft,34,5
27905,2021,D32,Crimes Against Property,Auto Theft,44,2
27906,2021,D32,Crimes Against Property,Auto Theft,83,2
27907,2021,D32,Crimes Against Property,Auto Theft,11,1
27908,2021,D32,Crimes Against Property,Auto Theft,89,1
27909,2021,D32,Crimes Against Property,Auto Theft,16,0
27910,2021,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,9
27911,2021,D32,Criminal Code Traffic,Other,4,4
27912,2021,D32,Crimes Against Property,Theft Under $5000,136,10
27913,2021,D32,Crimes Against the Person,Other,17,7
27914,2021,D32,Other Federal Statute Violations,Other,1,1
27915,2021,D32,Criminal Code Traffic,Other,1,1
27916,2021,D32,Crimes Against Property,Theft Under $5000,12,2
27917,2021,D32,Crimes Against the Person,Robbery-Financial,2,0
27918,2021,D32,Criminal Code Traffic,Other,10,9
27919,2021,D32,Crimes Against Property,Theft Under $5000,83,3
27920,2021,D32,Crimes Against the Person,Robbery-Financial,2,2
27921,2021,D32,Crimes Against Property,Theft Under $5000,193,20
27922,2021,D32,Other Federal Statute Violations,Other,1,0
27923,2021,D32,Crimes Against the Person,Robbery-Financial,2,2
27924,2021,D32,Criminal Code Traffic,Other,5,4
27925,2021,D32,Crimes Against Property,Theft Under $5000,104,3
27926,2021,D32,Other Federal Statute Violations,Other,1,1
27927,2021,D32,Crimes Against the Person,Robbery-Financial,1,1
27928,2021,D32,Criminal Code Traffic,Other,5,5
27929,2021,D32,Crimes Against Property,Theft Under $5000,135,4
27930,2021,D32,Other Federal Statute Violations,Other,1,1
27931,2021,D32,Crimes Against the Person,Robbery-Financial,2,2
27932,2021,D32,Criminal Code Traffic,Other,5,4
27933,2021,D32,Crimes Against Property,Theft Under $5000,153,12
27934,2021,D32,Other Federal Statute Violations,Other,1,1
27935,2021,D32,Crimes Against the Person,Robbery-Other,3,0
27936,2021,D32,Criminal Code Traffic,Other,9,9
27937,2021,D32,Crimes Against Property,Theft Under $5000,416,43
27938,2021,D33,Controlled Drugs and Substances Act,Other,11,10
27939,2021,D32,Crimes Against the Person,Robbery-Other,6,5
27940,2021,D32,Criminal Code Traffic,Other,3,2
27941,2021,D33,Controlled Drugs and Substances Act,Other,3,2
27942,2021,D32,Crimes Against the Person,Robbery-Other,9,4
27943,2021,D32,Criminal Code Traffic,Other,8,7
27944,2021,D33,Controlled Drugs and Substances Act,Other,14,10
27945,2021,D32,Crimes Against the Person,Robbery-Other,9,1
27946,2021,D32,Criminal Code Traffic,Other,10,9
27947,2021,D33,Controlled Drugs and Substances Act,Other,4,4
27948,2021,D33,Controlled Drugs and Substances Act,Other,4,4
27949,2021,D33,Controlled Drugs and Substances Act,Other,1,1
27950,2021,D33,Controlled Drugs and Substances Act,Other,2,2
27951,2021,D31,Crimes Against Property,Theft Under $5000,132,13
27952,2021,D31,Crimes Against Property,Theft Under $5000,233,49
27953,2021,D31,Crimes Against Property,Theft Under $5000,206,10
27954,2021,D31,Crimes Against Property,Theft Under $5000,90,20
27955,2021,D31,Crimes Against Property,Theft Under $5000,1,1
27956,2021,D31,Crimes Against Property,Theft Under $5000,13,1
27957,2021,D31,Crimes Against Property,Theft Under $5000,489,71
27958,2021,D31,Crimes Against Property,Theft Under $5000,40,1
27959,2021,D31,Crimes Against Property,Theft Under $5000,327,21
27960,2021,D31,Crimes Against the Person,Assault,170,105
27961,2021,D31,Crimes Against the Person,Assault,84,60
27962,2021,D31,Crimes Against the Person,Assault,271,151
27963,2021,D31,Crimes Against the Person,Assault,87,54
27964,2021,D31,Crimes Against the Person,Assault,115,77
27965,2021,D31,Crimes Against the Person,Assault,17,5
27966,2021,D31,Crimes Against the Person,Assault,251,163
27967,2021,D31,Crimes Against the Person,Assault,30,18
27968,2021,D31,Crimes Against the Person,Assault,237,149
27969,2021,D31,Crimes Against the Person,Attempt Murder,1,1
27970,2021,D31,Crimes Against the Person,Attempt Murder,1,1
27971,2021,D31,Crimes Against the Person,Attempt Murder,1,1
27972,2021,D31,Crimes Against the Person,Attempt Murder,2,1
27973,2021,D31,Crimes Against the Person,Other,38,26
27974,2021,D31,Crimes Against the Person,Other,8,4
27975,2021,D31,Crimes Against the Person,Other,52,33
27976,2021,D31,Crimes Against the Person,Other,33,13
27977,2021,D31,Crimes Against the Person,Other,17,8
27978,2021,D31,Crimes Against the Person,Other,3,1
27979,2021,D31,Crimes Against the Person,Other,32,20
27980,2021,D31,Crimes Against the Person,Other,14,7
27981,2021,D31,Crimes Against the Person,Other,54,28
27982,2021,D31,Crimes Against the Person,Robbery-Other,9,7
27983,2021,D31,Crimes Against the Person,Robbery-Other,7,3
27984,2021,D31,Crimes Against the Person,Robbery-Other,23,19
27985,2021,D31,Crimes Against the Person,Robbery-Other,10,3
27986,2021,D31,Crimes Against the Person,Robbery-Other,16,11
27987,2021,D31,Crimes Against the Person,Robbery-Other,4,1
27988,2021,D31,Crimes Against the Person,Robbery-Other,25,13
27989,2021,D31,Crimes Against the Person,Robbery-Other,23,6
27990,2021,D31,Crimes Against the Person,Sexual Violation,36,20
27991,2021,D31,Crimes Against the Person,Sexual Violation,6,2
27992,2021,D31,Crimes Against the Person,Sexual Violation,43,21
27993,2021,D31,Crimes Against the Person,Sexual Violation,18,7
27994,2021,D31,Crimes Against the Person,Sexual Violation,21,7
27995,2021,D31,Crimes Against the Person,Sexual Violation,5,2
27996,2021,D31,Crimes Against the Person,Sexual Violation,20,11
27997,2021,D31,Crimes Against the Person,Sexual Violation,3,2
27998,2021,D31,Crimes Against the Person,Sexual Violation,28,12
27999,2021,D31,Criminal Code Traffic,Other,5,4
28000,2021,D31,Criminal Code Traffic,Other,10,6
28001,2021,D33,Other Criminal Code Violations,Other,11,9
28002,2021,D33,Other Criminal Code Violations,Other,7,5
28003,2021,D33,Other Criminal Code Violations,Other,12,10
28004,2021,D33,Other Criminal Code Violations,Other,1,1
28005,2021,D33,Other Criminal Code Violations,Other,12,7
28006,2021,D33,Other Criminal Code Violations,Other,1,1
28007,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,7
28008,2021,D41,Crimes Against Property,Break & Enter-Apartment,2,1
28009,2021,D33,Crimes Against the Person,Robbery-Other,2,0
28010,2021,D33,Controlled Drugs and Substances Act,Other,1,1
28011,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
28012,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28013,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,0
28014,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7
28015,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5
28016,2021,D33,Crimes Against Property,Break & Enter-Other,1,0
28017,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8
28018,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
28019,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28020,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,2
28021,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
28022,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
28023,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,4
28024,2021,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,2
28025,2021,D33,Other Federal Statute Violations,Other,2,2
28026,2021,D33,Other Federal Statute Violations,Other,2,1
28027,2021,D33,Other Federal Statute Violations,Other,1,1
28028,2021,D33,Other Federal Statute Violations,Other,1,1
28029,2021,D41,Controlled Drugs and Substances Act,Other,1,1
28030,2021,D41,Controlled Drugs and Substances Act,Other,2,1
28031,2021,D41,Controlled Drugs and Substances Act,Other,10,8
28032,2021,D41,Controlled Drugs and Substances Act,Other,13,12
28033,2021,D41,Controlled Drugs and Substances Act,Other,3,2
28034,2021,D41,Controlled Drugs and Substances Act,Other,2,2
28035,2021,D41,Controlled Drugs and Substances Act,Other,5,5
28036,2021,D41,Controlled Drugs and Substances Act,Other,10,10
28037,2021,D41,Controlled Drugs and Substances Act,Other,3,3
28038,2021,D41,Controlled Drugs and Substances Act,Other,8,8
28039,2021,D41,Controlled Drugs and Substances Act,Other,15,14
28040,2021,D41,Crimes Against Property,Auto Theft,8,1
28041,2021,D41,Crimes Against Property,Auto Theft,17,1
28042,2021,D41,Crimes Against Property,Auto Theft,30,0
28043,2021,D41,Crimes Against Property,Auto Theft,50,6
28044,2021,D41,Crimes Against Property,Auto Theft,14,0
28045,2021,D41,Crimes Against Property,Auto Theft,49,6
28046,2021,D41,Crimes Against Property,Auto Theft,15,0
28047,2021,D41,Crimes Against Property,Auto Theft,11,3
28048,2021,D41,Crimes Against Property,Auto Theft,34,3
28049,2021,D41,Crimes Against Property,Auto Theft,3,0
28050,2021,D41,Crimes Against Property,Auto Theft,22,2
28051,2021,D41,Crimes Against Property,Auto Theft,93,6
28052,2021,D41,Crimes Against Property,Break & Enter-Apartment,2,1
28053,2021,D41,Crimes Against Property,Break & Enter-Apartment,16,5
28054,2021,D41,Crimes Against Property,Break & Enter-Apartment,11,8
28055,2021,D41,Crimes Against the Person,Other,47,25
28056,2021,D41,Crimes Against Property,Other,13,5
28057,2021,D41,Crimes Against Property,Other,20,5
28058,2021,D41,Crimes Against the Person,Other,12,8
28059,2021,D33,Controlled Drugs and Substances Act,Other,1,0
28060,2021,D41,Crimes Against Property,Break & Enter-Apartment,5,1
28061,2021,D41,Crimes Against Property,Other,96,28
28062,2021,D33,Crimes Against the Person,Robbery-Other,2,0
28063,2021,D41,Crimes Against the Person,Other,20,8
28064,2021,D33,Crimes Against Property,Break & Enter-Other,1,0
28065,2021,D41,Crimes Against Property,Other,152,53
28066,2021,D33,Controlled Drugs and Substances Act,Other,4,3
28067,2021,D41,Crimes Against the Person,Other,5,2
28068,2021,D33,Crimes Against Property,Break & Enter-Other,1,0
28069,2021,D33,Crimes Against the Person,Robbery-Other,12,6
28070,2021,D41,Crimes Against Property,Other,22,8
28071,2021,D41,Crimes Against Property,Break & Enter-Apartment,2,2
28072,2021,D33,Crimes Against Property,Auto Theft,36,1
28073,2021,D41,Crimes Against the Person,Other,8,7
28074,2021,D33,Crimes Against Property,Break & Enter-Other,1,0
28075,2021,D33,Crimes Against the Person,Robbery-Other,7,3
28076,2021,D41,Crimes Against Property,Other,112,32
28077,2021,D41,Crimes Against Property,Break & Enter-Apartment,7,1
28078,2021,D33,Crimes Against Property,Auto Theft,42,2
28079,2021,D41,Crimes Against the Person,Other,32,14
28080,2021,D33,Crimes Against Property,Break & Enter-Other,1,0
28081,2021,D33,Crimes Against the Person,Robbery-Other,7,2
28082,2021,D41,Crimes Against Property,Other,25,10
28083,2021,D41,Crimes Against Property,Break & Enter-Apartment,11,3
28084,2021,D33,Crimes Against Property,Auto Theft,27,0
28085,2021,D41,Crimes Against the Person,Other,6,6
28086,2021,D33,Crimes Against Property,Fraud,114,11
28087,2021,D33,Crimes Against the Person,Robbery-Other,6,4
28088,2021,D41,Crimes Against Property,Other,47,13
28089,2021,D41,Crimes Against Property,Break & Enter-Apartment,6,3
28090,2021,D33,Crimes Against Property,Auto Theft,1,0
28091,2021,D41,Crimes Against the Person,Other,36,25
28092,2021,D33,Crimes Against Property,Fraud,100,6
28093,2021,D33,Crimes Against the Person,Robbery-Other,1,1
28094,2021,D41,Crimes Against Property,Other,122,43
28095,2021,D41,Crimes Against Property,Break & Enter-Apartment,2,1
28096,2021,D33,Crimes Against Property,Auto Theft,35,0
28097,2021,D41,Crimes Against the Person,Other,36,21
28098,2021,D33,Crimes Against Property,Fraud,32,2
28099,2021,D33,Crimes Against the Person,Robbery-Other,10,2
28100,2021,D41,Crimes Against Property,Other,4,3
28101,2021,D41,Crimes Against Property,Break & Enter-Commercial,4,2
28102,2021,D33,Crimes Against Property,Auto Theft,34,1
28103,2021,D41,Crimes Against the Person,Robbery-Financial,2,0
28104,2021,D33,Crimes Against Property,Fraud,5,1
28105,2021,D33,Crimes Against Property,Fraud,108,2
28106,2021,D33,Crimes Against Property,Fraud,46,1
28107,2021,D33,Crimes Against Property,Fraud,2,0
28108,2021,D33,Crimes Against Property,Fraud,74,3
28109,2021,D33,Crimes Against Property,Fraud,73,2
28110,2021,D33,Crimes Against Property,Fraud,5,0
28111,2021,D33,Crimes Against Property,Fraud,27,1
28112,2021,D33,Crimes Against Property,Fraud,53,1
28113,2021,D33,Crimes Against Property,Fraud,26,1
28114,2021,D33,Crimes Against Property,Fraud,1,0
28115,2021,D33,Crimes Against Property,Fraud,41,13
28116,2021,D33,Crimes Against Property,Fraud,1,0
28117,2021,D33,Crimes Against Property,Other,100,22
28118,2021,D33,Crimes Against Property,Other,57,13
28119,2021,D33,Crimes Against Property,Other,30,6
28120,2021,D33,Crimes Against Property,Other,10,2
28121,2021,D33,Crimes Against Property,Other,80,9
28122,2021,D33,Crimes Against Property,Other,62,11
28123,2021,D33,Crimes Against Property,Other,5,0
28124,2021,D33,Crimes Against Property,Other,92,17
28125,2021,D33,Crimes Against Property,Other,52,3
28126,2021,D33,Crimes Against Property,Other,1,0
28127,2021,D33,Crimes Against Property,Other,8,2
28128,2021,D33,Crimes Against Property,Other,43,6
28129,2021,D33,Crimes Against Property,Other,57,3
28130,2021,D33,Crimes Against Property,Other,28,3
28131,2021,D33,Crimes Against Property,Other,1,0
28132,2021,D33,Crimes Against Property,Other,47,3
28133,2021,D33,Crimes Against Property,Other,3,2
28134,2021,D33,Crimes Against Property,Theft Over $5000,8,0
28135,2021,D33,Crimes Against Property,Theft Over $5000,9,1
28136,2021,D33,Crimes Against Property,Theft Over $5000,2,0
28137,2021,D33,Crimes Against Property,Theft Over $5000,11,2
28138,2021,D33,Crimes Against Property,Theft Over $5000,4,1
28139,2021,D33,Crimes Against Property,Theft Over $5000,1,0
28140,2021,D33,Crimes Against Property,Theft Over $5000,6,0
28141,2021,D33,Crimes Against Property,Theft Over $5000,4,0
28142,2021,D33,Crimes Against Property,Theft Over $5000,1,0
28143,2021,D33,Crimes Against Property,Theft Over $5000,1,0
28144,2021,D33,Crimes Against Property,Theft Over $5000,6,0
28145,2021,D33,Crimes Against Property,Theft Over $5000,5,0
28146,2021,D41,Crimes Against Property,Other,101,27
28147,2021,D33,Crimes Against Property,Auto Theft,33,1
28148,2021,D41,Crimes Against Property,Break & Enter-Commercial,9,6
28149,2021,D41,Crimes Against the Person,Robbery-Financial,1,1
28150,2021,D41,Crimes Against Property,Other,106,34
28151,2021,D33,Crimes Against Property,Auto Theft,41,5
28152,2021,D41,Crimes Against Property,Break & Enter-Commercial,26,9
28153,2021,D41,Crimes Against Property,Break & Enter-Commercial,1,1
28154,2021,D41,Crimes Against Property,Break & Enter-Commercial,29,11
28155,2021,D41,Crimes Against Property,Break & Enter-Commercial,4,2
28156,2021,D41,Crimes Against Property,Break & Enter-Commercial,3,0
28157,2021,D41,Crimes Against Property,Break & Enter-Commercial,12,3
28158,2021,D41,Crimes Against Property,Break & Enter-Commercial,16,7
28159,2021,D41,Crimes Against Property,Break & Enter-Commercial,47,7
28160,2021,D41,Crimes Against Property,Break & Enter-House,2,2
28161,2021,D41,Crimes Against Property,Break & Enter-House,2,1
28162,2021,D41,Crimes Against Property,Break & Enter-House,12,7
28163,2021,D41,Crimes Against Property,Break & Enter-House,15,9
28164,2021,D41,Crimes Against Property,Break & Enter-House,7,2
28165,2021,D41,Crimes Against Property,Break & Enter-House,3,1
28166,2021,D41,Crimes Against Property,Break & Enter-House,4,3
28167,2021,D41,Crimes Against Property,Break & Enter-House,6,4
28168,2021,D41,Crimes Against Property,Break & Enter-House,10,0
28169,2021,D41,Crimes Against Property,Break & Enter-House,1,0
28170,2021,D41,Crimes Against Property,Break & Enter-House,7,3
28171,2021,D41,Crimes Against Property,Break & Enter-House,11,5
28172,2021,D41,Crimes Against Property,Break & Enter-Other,1,1
28173,2021,D41,Crimes Against Property,Break & Enter-Other,3,0
28174,2021,D41,Crimes Against Property,Break & Enter-Other,5,2
28175,2021,D41,Crimes Against Property,Break & Enter-Other,5,2
28176,2021,D41,Crimes Against Property,Break & Enter-Other,1,1
28177,2021,D41,Crimes Against Property,Break & Enter-Other,1,0
28178,2021,D41,Crimes Against Property,Break & Enter-Other,2,1
28179,2021,D41,Crimes Against Property,Break & Enter-Other,2,1
28180,2021,D41,Crimes Against Property,Break & Enter-Other,10,4
28181,2021,D41,Crimes Against Property,Fraud,15,2
28182,2021,D41,Crimes Against Property,Fraud,17,2
28183,2021,D41,Crimes Against Property,Fraud,68,5
28184,2021,D41,Crimes Against Property,Fraud,88,8
28185,2021,D41,Crimes Against Property,Fraud,17,1
28186,2021,D41,Crimes Against Property,Fraud,95,7
28187,2021,D41,Crimes Against Property,Fraud,26,1
28188,2021,D41,Crimes Against Property,Fraud,41,8
28189,2021,D41,Crimes Against Property,Fraud,61,5
28190,2021,D41,Crimes Against Property,Fraud,9,0
28191,2021,D41,Crimes Against Property,Fraud,44,5
28192,2021,D41,Crimes Against Property,Fraud,140,11
28193,2021,D33,Crimes Against the Person,Robbery-Other,6,2
28194,2021,D41,Crimes Against the Person,Robbery-Other,1,0
28195,2021,D33,Crimes Against Property,Auto Theft,4,0
28196,2021,D33,Crimes Against the Person,Robbery-Other,2,1
28197,2021,D41,Crimes Against the Person,Robbery-Other,10,8
28198,2021,D33,Crimes Against the Person,Robbery-Other,2,0
28199,2021,D41,Crimes Against the Person,Robbery-Other,7,3
28200,2021,D33,Crimes Against the Person,Robbery-Other,1,0
28201,2021,D33,Crimes Against Property,Auto Theft,20,0
28202,2021,D41,Crimes Against the Person,Robbery-Other,8,7
28203,2021,D41,Crimes Against Property,Theft Over $5000,4,1
28204,2021,D33,Crimes Against the Person,Sexual Violation,11,5
28205,2021,D33,Crimes Against Property,Auto Theft,14,0
28206,2021,D41,Crimes Against the Person,Robbery-Other,5,2
28207,2021,D41,Crimes Against Property,Theft Over $5000,4,0
28208,2021,D33,Crimes Against the Person,Sexual Violation,17,9
28209,2021,D33,Crimes Against Property,Auto Theft,34,1
28210,2021,D41,Crimes Against the Person,Robbery-Other,14,9
28211,2021,D41,Crimes Against Property,Theft Over $5000,15,2
28212,2021,D33,Crimes Against the Person,Sexual Violation,5,1
28213,2021,D33,Crimes Against Property,Auto Theft,29,0
28214,2021,D41,Crimes Against the Person,Robbery-Other,7,3
28215,2021,D41,Crimes Against Property,Theft Over $5000,4,0
28216,2021,D33,Crimes Against the Person,Sexual Violation,3,0
28217,2021,D33,Crimes Against Property,Break & Enter-Apartment,2,0
28218,2021,D41,Crimes Against the Person,Robbery-Other,3,3
28219,2021,D41,Crimes Against Property,Theft Over $5000,3,1
28220,2021,D33,Crimes Against the Person,Sexual Violation,24,11
28221,2021,D33,Crimes Against Property,Break & Enter-Apartment,7,2
28222,2021,D41,Crimes Against the Person,Robbery-Other,24,10
28223,2021,D41,Crimes Against Property,Theft Over $5000,3,0
28224,2021,D33,Crimes Against Property,Break & Enter-Apartment,6,0
28225,2021,D41,Crimes Against the Person,Robbery-Other,21,10
28226,2021,D41,Crimes Against Property,Theft Over $5000,5,1
28227,2021,D33,Crimes Against Property,Break & Enter-Apartment,13,0
28228,2021,D41,Crimes Against the Person,Robbery-Other,24,16
28229,2021,D41,Crimes Against Property,Theft Over $5000,15,1
28230,2021,D33,Crimes Against Property,Break & Enter-Apartment,13,1
28231,2021,D41,Crimes Against the Person,Sexual Violation,3,2
28232,2021,D41,Crimes Against Property,Theft Under $5000,23,2
28233,2021,D33,Crimes Against Property,Break & Enter-Apartment,18,3
28234,2021,D41,Crimes Against the Person,Sexual Violation,6,3
28235,2021,D41,Crimes Against Property,Theft Under $5000,53,2
28236,2021,D33,Crimes Against Property,Break & Enter-Apartment,3,2
28237,2021,D41,Crimes Against the Person,Sexual Violation,14,4
28238,2021,D41,Crimes Against Property,Theft Under $5000,319,94
28239,2021,D33,Crimes Against Property,Break & Enter-Apartment,3,0
28240,2021,D41,Crimes Against the Person,Sexual Violation,24,10
28241,2021,D41,Crimes Against Property,Theft Under $5000,323,79
28242,2021,D33,Crimes Against Property,Break & Enter-Apartment,8,0
28243,2021,D41,Crimes Against the Person,Sexual Violation,12,3
28244,2021,D41,Crimes Against the Person,Sexual Violation,17,10
28245,2021,D41,Crimes Against the Person,Sexual Violation,3,1
28246,2021,D41,Crimes Against the Person,Sexual Violation,12,6
28247,2021,D41,Crimes Against the Person,Sexual Violation,28,17
28248,2021,D41,Crimes Against the Person,Sexual Violation,1,0
28249,2021,D41,Crimes Against the Person,Sexual Violation,21,14
28250,2021,D41,Crimes Against the Person,Sexual Violation,25,16
28251,2021,D41,Criminal Code Traffic,Other,6,5
28252,2021,D41,Criminal Code Traffic,Other,9,8
28253,2021,D41,Criminal Code Traffic,Other,11,10
28254,2021,D41,Criminal Code Traffic,Other,17,17
28255,2021,D41,Criminal Code Traffic,Other,4,4
28256,2021,D41,Criminal Code Traffic,Other,32,30
28257,2021,D41,Criminal Code Traffic,Other,1,0
28258,2021,D41,Criminal Code Traffic,Other,8,5
28259,2021,D41,Criminal Code Traffic,Other,3,3
28260,2021,D41,Criminal Code Traffic,Other,2,2
28261,2021,D41,Criminal Code Traffic,Other,7,7
28262,2021,D41,Criminal Code Traffic,Other,39,38
28263,2021,D41,Other Criminal Code Violations,Other,10,10
28264,2021,D41,Other Criminal Code Violations,Other,11,9
28265,2021,D41,Other Criminal Code Violations,Other,70,52
28266,2021,D41,Other Criminal Code Violations,Other,319,291
28267,2021,D33,Crimes Against the Person,Sexual Violation,14,7
28268,2021,D41,Crimes Against Property,Theft Under $5000,37,5
28269,2021,D33,Crimes Against Property,Break & Enter-Apartment,1,0
28270,2021,D33,Crimes Against the Person,Sexual Violation,16,9
28271,2021,D41,Crimes Against Property,Theft Under $5000,311,32
28272,2021,D33,Crimes Against Property,Break & Enter-Apartment,1,0
28273,2021,D33,Crimes Against the Person,Sexual Violation,4,3
28274,2021,D41,Crimes Against Property,Theft Under $5000,42,6
28275,2021,D33,Crimes Against Property,Break & Enter-Commercial,6,3
28276,2021,D33,Crimes Against the Person,Sexual Violation,6,3
28277,2021,D41,Crimes Against Property,Theft Under $5000,122,41
28278,2021,D33,Crimes Against Property,Break & Enter-Commercial,10,2
28279,2021,D33,Crimes Against the Person,Sexual Violation,5,2
28280,2021,D41,Crimes Against Property,Theft Under $5000,312,64
28281,2021,D33,Crimes Against Property,Break & Enter-Commercial,5,0
28282,2021,D33,Crimes Against the Person,Sexual Violation,7,4
28283,2021,D41,Crimes Against Property,Theft Under $5000,32,18
28284,2021,D33,Crimes Against Property,Break & Enter-Commercial,3,1
28285,2021,D33,Crimes Against the Person,Sexual Violation,3,2
28286,2021,D41,Crimes Against Property,Theft Under $5000,375,48
28287,2021,D33,Crimes Against Property,Break & Enter-Commercial,9,2
28288,2021,D33,Criminal Code Traffic,Other,29,25
28289,2021,D41,Crimes Against Property,Theft Under $5000,570,96
28290,2021,D33,Criminal Code Traffic,Other,10,7
28291,2021,D41,Crimes Against the Person,Assault,24,12
28292,2021,D33,Criminal Code Traffic,Other,2,2
28293,2021,D33,Crimes Against Property,Break & Enter-Commercial,2,0
28294,2021,D41,Crimes Against the Person,Assault,36,22
28295,2021,D33,Criminal Code Traffic,Other,3,3
28296,2021,D33,Crimes Against Property,Break & Enter-Commercial,4,0
28297,2021,D41,Crimes Against the Person,Assault,127,90
28298,2021,D33,Criminal Code Traffic,Other,5,5
28299,2021,D33,Crimes Against Property,Break & Enter-Commercial,6,0
28300,2021,D41,Crimes Against the Person,Assault,208,136
28301,2021,D33,Criminal Code Traffic,Other,16,12
28302,2021,D33,Crimes Against Property,Break & Enter-Commercial,5,0
28303,2021,D41,Crimes Against the Person,Assault,36,27
28304,2021,D33,Criminal Code Traffic,Other,10,8
28305,2021,D33,Crimes Against Property,Break & Enter-House,12,0
28306,2021,D41,Crimes Against the Person,Assault,127,72
28307,2021,D33,Criminal Code Traffic,Other,10,10
28308,2021,D33,Crimes Against Property,Break & Enter-House,9,0
28309,2021,D41,Crimes Against the Person,Assault,49,37
28310,2021,D33,Criminal Code Traffic,Other,10,8
28311,2021,D33,Crimes Against Property,Break & Enter-House,4,1
28312,2021,D41,Crimes Against the Person,Assault,83,54
