report_year,division,count
2015,D32,1
2015,D32,1
2015,D32,1
2015,D32,2
2015,D32,1
2015,D32,11
2015,D32,6
2015,D32,5
2015,D31,1
2015,D31,3
2015,D31,1
2015,D31,62
2015,D31,19
2015,D31,68
2015,D31,20
2015,D31,24
2015,D31,2
2015,D31,57
2015,D33,9
2015,D33,2
2015,D33,2
2015,D33,4
2015,D33,1
2015,D33,4
2015,D33,10
2015,D33,6
2015,D33,10
2015,D33,1
2015,D33,1
2015,D33,10
2015,D33,4
2015,D33,2
2015,D33,25
2015,D33,6
2015,D33,15
2015,D33,3
2015,D33,7
2015,D33,3
2015,D33,34
2015,D32,12
2015,D33,5
2015,D33,1
2015,D33,17
2015,D32,9
2015,D33,1
2015,D33,14
2015,D33,10
2015,D33,1
2015,D33,2
2015,D33,19
2015,D33,6
2015,D33,10
2015,D33,9
2015,D33,1
2015,D33,22
2015,D33,3
2015,D33,3
2015,D33,24
2015,D33,28
2015,D33,10
2015,D33,4
2015,D33,9
2015,D33,2
2015,D33,1
2015,D33,18
2015,D33,19
2015,D33,4
2015,D33,1
2015,D33,1
2015,D33,10
2015,D33,7
2015,D33,1
2015,D33,4
2015,D33,3
2015,D33,6
2015,D33,4
2015,D33,44
2015,D33,26
2015,D32,21
2015,D33,1
2015,D32,1
2015,D32,19
2015,D32,82
2015,D33,3
2015,D33,43
2015,D32,3
2015,D32,86
2015,D33,5
2015,D33,32
2015,D32,24
2015,D32,66
2015,D33,30
2015,D33,12
2015,D33,12
2015,D33,2
2015,D33,282
2015,D33,241
2015,D33,72
2015,D33,10
2015,D33,483
2015,D33,100
2015,D33,2
2015,D33,74
2015,D33,156
2015,D33,3
2015,D33,2
2015,D33,96
2015,D33,99
2015,D33,74
2015,D33,1
2015,D33,1
2015,D33,57
2015,D33,3
2015,D33,72
2015,D33,95
2015,D33,43
2015,D33,4
2015,D33,3
2015,D33,125
2015,D33,85
2015,D33,2
2015,D33,57
2015,D33,50
2015,D33,1
2015,D33,4
2015,D33,41
2015,D33,39
2015,D33,15
2015,D33,1
2015,D33,3
2015,D33,51
2015,D33,1
2015,D33,1
2015,D33,1
2015,D33,12
2015,D33,6
2015,D33,8
2015,D32,6
2015,D32,38
2015,D33,1
2015,D32,82
2015,D32,2
2015,D33,33
2015,D32,10
2015,D32,2
2015,D32,10
2015,D33,22
2015,D33,24
2015,D32,2
2015,D32,22
2015,D32,5
2015,D33,8
2015,D32,1
2015,D33,2
2015,D32,52
2015,D33,4
2015,D32,3
2015,D32,9
2015,D33,5
2015,D33,17
2015,D32,8
2015,D33,1
2015,D32,1
2015,D32,6
2015,D33,4
2015,D33,21
2015,D32,1
2015,D33,2
2015,D32,22
2015,D32,3
2015,D33,34
2015,D33,1
2015,D32,12
2015,D33,10
2015,D32,26
2015,D32,1
2015,D33,13
2015,D33,4
2015,D32,40
2015,D33,2
2015,D32,24
2015,D32,6
2015,D33,13
2015,D33,25
2015,D32,30
2015,D33,2
2015,D32,7
2015,D32,5
2015,D33,33
2015,D33,15
2015,D32,207
2015,D33,2
2015,D33,49
2015,D33,42
2015,D33,19
2015,D33,5
2015,D33,60
2015,D33,39
2015,D33,38
2015,D33,16
2015,D33,1
2015,D33,3
2015,D33,4
2015,D33,19
2015,D33,23
2015,D33,8
2015,D33,26
2015,D33,5
2015,D33,1
2015,D33,12
2015,D33,13
2015,D33,4
2015,D33,1
2015,D33,3
2015,D33,6
2015,D33,9
2015,D33,3
2015,D33,5
2015,D33,3
2015,D33,5
2015,D33,1
2015,D33,5
2015,D33,2
2015,D33,1
2015,D33,2
2015,D33,3
2015,D33,2
2015,D33,1
2015,D33,1
2015,D33,1
2015,D33,1
2015,D33,1
2015,D32,22
2015,D33,9
2015,D32,14
2015,D32,74
2015,D32,15
2015,D33,15
2015,D32,2
2015,D32,18
2015,D33,2
2015,D32,3
2015,D33,1
2015,D32,9
2015,D32,29
2015,D32,3
2015,D33,27
2015,D32,6
2015,D32,10
2015,D33,11
2015,D33,5
2015,D32,5
2015,D33,2
2015,D32,4
2015,D33,31
2015,D32,21
2015,D33,1
2015,D32,7
2015,D33,16
2015,D32,44
2015,D33,2
2015,D32,2
2015,D33,5
2015,D32,13
2015,D32,3
2015,D33,2
2015,D32,5
2015,D33,5
2015,D32,1
2015,D32,5
2015,D33,3
2015,D32,21
2015,D33,1
2015,D32,37
2015,D32,6
2015,D33,1
2015,D32,12
2015,D33,1
2015,D32,34
2015,D32,4
2015,D32,1
2015,D32,3
2015,D32,9
2015,D32,1
2015,D32,5
2015,D32,12
2015,D32,4
2015,D32,5
2015,D32,8
2015,D32,1
2015,D32,1
2015,D32,5
2015,D32,3
2015,D32,1
2015,D32,1
2015,D32,1
2015,D32,2
2015,D32,3
2015,D32,2
2015,D32,1
2015,D32,3
2015,D32,3
2015,D33,33
2015,D33,7
2015,D33,3
2015,D33,1
2015,D33,37
2015,D33,16
2015,D32,19
2015,D33,74
2015,D32,4
2015,D33,6
2015,D32,26
2015,D32,1
2015,D33,59
2015,D33,3
2015,D32,38
2015,D32,18
2015,D33,11
2015,D33,13
2015,D32,1
2015,D33,3
2015,D32,13
2015,D33,9
2015,D32,1
2015,D32,8
2015,D33,59
2015,D33,7
2015,D32,3
2015,D32,8
2015,D33,44
2015,D33,1
2015,D32,4
2015,D32,12
2015,D33,2
2015,D33,10
2015,D32,7
2015,D32,1
2015,D33,31
2015,D33,10
2015,D32,4
2015,D32,8
2015,D33,38
2015,D33,1
2015,D32,1
2015,D32,5
2015,D33,1
2015,D33,10
2015,D32,8
2015,D32,2
2015,D33,2
2015,D33,13
2015,D32,6
2015,D32,11
2015,D33,32
2015,D33,1
2015,D32,19
2015,D32,1
2015,D33,25
2015,D33,1
2015,D32,12
2015,D32,8
2015,D33,23
2015,D33,2
2015,D32,5
2015,D32,4
2015,D33,10
2015,D33,1
2015,D32,3
2015,D33,6
2015,D33,31
2015,D32,1
2015,D33,2
2015,D33,83
2015,D32,5
2015,D32,6
2015,D33,1
2015,D33,57
2015,D32,6
2015,D32,6
2015,D33,22
2015,D33,29
2015,D32,4
2015,D32,4
2015,D33,10
2015,D33,8
2015,D32,3
2015,D32,6
2015,D33,6
2015,D33,96
2015,D32,13
2015,D33,14
2015,D33,66
2015,D32,6
2015,D33,2
2015,D32,4
2015,D33,36
2015,D32,4
2015,D33,35
2015,D32,8
2015,D33,1
2015,D32,9
2015,D33,44
2015,D32,10
2015,D33,25
2015,D32,15
2015,D33,33
2015,D32,24
2015,D33,1
2015,D32,11
2015,D33,41
2015,D32,2
2015,D32,12
2015,D32,2
2015,D32,29
2015,D33,2
2015,D33,14
2015,D33,8
2015,D41,56
2015,D41,54
2015,D41,9
2015,D41,30
2015,D41,4
2015,D41,13
2015,D41,17
2015,D41,1
2015,D41,17
2015,D41,33
2015,D41,4
2015,D41,4
2015,D41,1
2015,D41,1
2015,D41,2
2015,D41,5
2015,D41,3
2015,D41,10
2015,D41,19
2015,D41,44
2015,D41,65
2015,D41,10
2015,D41,87
2015,D41,24
2015,D41,64
2015,D41,29
2015,D41,2
2015,D41,35
2015,D41,1
2015,D41,115
2015,D41,1
2015,D41,10
2015,D41,33
2015,D41,115
2015,D41,3
2015,D41,149
2015,D41,16
2015,D41,114
2015,D41,4
2015,D41,39
2015,D41,23
2015,D42,66
2015,D41,16
2015,D42,4
2015,D41,62
2015,D41,107
2015,D41,4
2015,D41,116
2015,D41,158
2015,D41,1
2015,D41,4
2015,D41,5
2015,D41,15
2015,D41,2
2015,D41,10
2015,D41,4
2015,D42,31
2015,D33,1
2015,D42,2
2015,D42,50
2015,D42,19
2015,D41,21
2015,D41,34
2015,D41,10
2015,D42,2
2015,D42,1
2015,D42,2
2015,D41,18
2015,D41,91
2015,D41,12
2015,D42,6
2015,D42,6
2015,D42,2
2015,D41,1
2015,D41,245
2015,D41,35
2015,D42,53
2015,D42,9
2015,D42,1
2015,D41,2
2015,D41,350
2015,D41,65
2015,D42,12
2015,D42,7
2015,D42,34
2015,D41,3
2015,D41,21
2015,D41,12
2015,D42,3
2015,D42,2
2015,D42,1
2015,D42,3
2015,D42,14
2015,D42,6
2015,D42,3
2015,D42,7
2015,D42,104
2015,D42,231
2015,D42,5
2015,D42,57
2015,D42,90
2015,D42,109
2015,D42,103
2015,D42,301
2015,D42,139
2015,D42,6
2015,D42,60
2015,D42,411
2015,D42,54
2015,D42,67
2015,D42,94
2015,D42,82
2015,D42,59
2015,D42,171
2015,D42,81
2015,D42,72
2015,D42,100
2015,D42,4
2015,D42,29
2015,D42,76
2015,D42,36
2015,D42,1
2015,D42,1
2015,D42,35
2015,D42,49
2015,D42,37
2015,D42,24
2015,D42,56
2015,D42,40
2015,D42,29
2015,D42,36
2015,D42,7
2015,D42,14
2015,D41,1
2015,D42,8
2015,D42,21
2015,D41,268
2015,D41,1
2015,D42,6
2015,D41,31
2015,D42,15
2015,D41,1
2015,D41,90
2015,D41,1
2015,D42,47
2015,D41,56
2015,D42,19
2015,D41,199
2015,D41,4
2015,D42,35
2015,D41,12
2015,D42,24
2015,D41,3
2015,D41,2
2015,D42,38
2015,D41,20
2015,D42,19
2015,D41,424
2015,D41,4
2015,D42,23
2015,D42,15
2015,D42,10
2015,D42,59
2015,D42,27
2015,D42,53
2015,D42,46
2015,D42,15
2015,D42,3
2015,D42,2
2015,D42,1
2015,D42,2
2015,D42,4
2015,D42,1
2015,D42,2
2015,D42,35
2015,D42,76
2015,D42,24
2015,D42,40
2015,D42,49
2015,D42,32
2015,D42,69
2015,D42,57
2015,D42,12
2015,D42,25
2015,D42,65
2015,D42,28
2015,D42,57
2015,D42,84
2015,D42,1
2015,D42,53
2015,D42,45
2015,D42,67
2015,D42,75
2015,D42,75
2015,D42,78
2015,D42,7
2015,D42,34
2015,D42,33
2015,D42,21
2015,D41,925
2015,D42,27
2015,D41,43
2015,D42,29
2015,D41,31
2015,D42,1
2015,D41,7
2015,D42,14
2015,D42,5
2015,D42,28
2015,D42,27
2015,D42,46
2015,D42,22
2015,D42,4
2015,D42,7
2015,D42,29
2015,D42,6
2015,D42,31
2015,D42,30
2015,D42,9
2015,D42,11
2015,D42,15
2015,D42,19
2015,D42,46
2015,D42,24
2015,D42,2
2015,D42,16
2015,D42,21
2015,D42,13
2015,D42,1
2015,D42,9
2015,D42,6
2015,D42,9
2015,D42,4
2015,D42,3
2015,D42,1
2015,D42,1
2015,D42,3
2015,D42,12
2015,D42,2
2015,D42,5
2015,D42,13
2015,D42,1
2015,D41,49
2015,D41,59
2015,D42,9
2015,D41,118
2015,D41,45
2015,D42,31
2015,D41,238
2015,D41,8
2015,D42,2
2015,D41,33
2015,D42,10
2015,D41,14
2015,D41,144
2015,D41,21
2015,D42,12
2015,D41,62
2015,D41,36
2015,D42,6
2015,D41,91
2015,D41,6
2015,D42,6
2015,D41,218
2015,D41,46
2015,D42,18
2015,D41,4
2015,D41,8
2015,D42,12
2015,D41,155
2015,D41,12
2015,D42,5
2015,D41,1
2015,D41,14
2015,D42,5
2015,D41,197
2015,D41,17
2015,D42,3
2015,D41,1
2015,D41,52
2015,D42,3
2015,D41,4
2015,D41,2
2015,D42,8
2015,D41,4
2015,D41,4
2015,D42,3
2015,D41,2
2015,D41,12
2015,D42,17
2015,D41,20
2015,D41,29
2015,D42,23
2015,D41,42
2015,D41,6
2015,D42,1
2015,D41,80
2015,D41,26
2015,D41,23
2015,D41,16
2015,D41,9
2015,D41,23
2015,D41,10
2015,D41,2
2015,D41,4
2015,D41,9
2015,D41,28
2015,D41,1
2015,D41,26
2015,D41,1
2015,D41,16
2015,D41,10
2015,D41,1
2015,D41,23
2015,D41,46
2015,D41,8
2015,D41,11
2015,D41,19
2015,D41,50
2015,D41,23
2015,D41,29
2015,D41,62
2015,D41,46
2015,D41,67
2015,D41,3
2015,D41,9
2015,D41,16
2015,D41,23
2015,D41,36
2015,D41,7
2015,D41,30
2015,D41,18
2015,D42,8
2015,D42,4
2015,D42,25
2015,D42,9
2015,D42,33
2015,D42,22
2015,D42,3
2015,D42,3
2015,D42,8
2015,D42,6
2015,D42,51
2015,D42,66
2015,D42,1
2015,D42,10
2015,D42,2
2015,D42,28
2015,D42,49
2015,D42,72
2015,D41,15
2015,D41,61
2015,D41,30
2015,D41,30
2015,D41,3
2015,D41,10
2015,D41,14
2015,D41,13
2015,D41,5
2015,D41,19
2015,D41,6
2015,D41,8
2015,D41,22
2015,D41,4
2015,D41,3
2015,D41,45
2015,D41,3
2015,D41,13
2015,D41,7
2015,D41,32
2015,D41,4
2015,D41,29
2015,D41,3
2015,D41,11
2015,D41,12
2015,D41,9
2015,D41,21
2015,D41,1
2015,D41,16
2015,D41,28
2015,D41,78
2015,D41,1
2015,D41,427
2015,D41,20
2015,D41,160
2015,D41,40
2015,D41,74
2015,D41,136
2015,D41,6
2015,D41,111
2015,D41,166
2015,D41,2
2015,D41,4
2015,D41,4
2015,D41,10
2015,D41,29
2015,D41,6
2015,D41,12
2015,D41,8
2015,D41,9
2015,D43,38
2015,D43,3
2015,D43,12
2015,D43,23
2015,D43,49
2015,D43,6
2015,D43,2
2015,D43,29
2015,D43,22
2015,D43,29
2015,D43,54
2015,D43,4
2015,D43,36
2015,D43,4
2015,D43,7
2015,D43,4
2015,D43,7
2015,D43,11
2015,D43,14
2015,D43,1
2015,D43,5
2015,D43,1
2015,D43,1
2015,D43,15
2015,D43,2
2015,D43,1
2015,D43,5
2015,D43,12
2015,D43,31
2015,D43,53
2015,D43,77
2015,D43,3
2015,D43,19
2015,D43,7
2015,D43,10
2015,D43,4
2015,D43,9
2015,D43,10
2015,D43,12
2015,D43,1
2015,D43,7
2015,D43,7
2015,D43,1
2015,D43,9
2015,D43,24
2015,D43,1
2015,D43,19
2015,D43,21
2015,D43,90
2015,D43,19
2015,D43,35
2015,D43,56
2015,D43,72
2015,D43,123
2015,D42,35
2015,D43,26
2015,D51,41
2015,D51,16
2015,D51,30
2015,D51,2
2015,D51,58
2015,D51,14
2015,D51,6
2015,D51,1
2015,D51,13
2015,D51,27
2015,D51,58
2015,D51,44
2015,D51,8
2015,D51,4
2015,D51,21
2015,D51,15
2015,D43,18
2015,D43,13
2015,D51,1
2015,D43,37
2015,D51,11
2015,D43,2
2015,D43,55
2015,D51,1
2015,D43,28
2015,D43,18
2015,D43,31
2015,D43,32
2015,D43,2
2015,D43,26
2015,D43,109
2015,D43,18
2015,D43,66
2015,D43,18
2015,D43,78
2015,D43,38
2015,D43,48
2015,D43,63
2015,D43,106
2015,D43,28
2015,D43,65
2015,D43,1
2015,D43,57
2015,D43,3
2015,D43,58
2015,D43,168
2015,D43,21
2015,D43,117
2015,D43,1
2015,D43,4
2015,D43,1
2015,D43,3
2015,D43,3
2015,D43,6
2015,D43,2
2015,D43,5
2015,D43,1
2015,D43,2
2015,D43,6
2015,D43,2
2015,D43,8
2015,D43,38
2015,D43,632
2015,D43,27
2015,D43,116
2015,D43,135
2015,D43,235
2015,D43,74
2015,D51,5
2015,D42,56
2015,D43,11
2015,D42,45
2015,D43,92
2015,D51,1
2015,D51,5
2015,D51,4
2015,D51,9
2015,D51,14
2015,D51,1
2015,D51,5
2015,D51,7
2015,D51,2
2015,D51,27
2015,D51,97
2015,D51,133
2015,D51,103
2015,D51,3
2015,D51,44
2015,D51,26
2015,D51,6
2015,D51,50
2015,D51,88
2015,D51,129
2015,D51,214
2015,D51,222
2015,D51,8
2015,D51,117
2015,D51,11
2015,D43,292
2015,D51,14
2015,D51,64
2015,D42,5
2015,D42,8
2015,D42,63
2015,D42,25
2015,D42,1
2015,D42,7
2015,D42,9
2015,D42,7
2015,D42,5
2015,D42,19
2015,D42,4
2015,D42,10
2015,D42,7
2015,D42,3
2015,D42,12
2015,D42,5
2015,D42,2
2015,D42,1
2015,D42,3
2015,D42,2
2015,D42,4
2015,D42,2
2015,D42,2
2015,D42,3
2015,D42,1
2015,D43,5
2015,D43,34
2015,D43,6
2015,D43,12
2015,D43,32
2015,D43,51
2015,D43,2
2015,D43,13
2015,D43,23
2015,D43,1
2015,D43,44
2015,D43,72
2015,D43,3
2015,D43,31
2015,D43,6
2015,D43,23
2015,D43,7
2015,D43,7
2015,D43,15
2015,D43,21
2015,D43,13
2015,D43,17
2015,D51,4
2015,D43,13
2015,D51,2
2015,D51,3
2015,D51,5
2015,D51,2
2015,D51,12
2015,D51,1
2015,D51,368
2015,D51,627
2015,D51,1
2015,D51,1
2015,D51,785
2015,D51,1
2015,D51,1
2015,D51,682
2015,D51,29
2015,D51,263
2015,D51,164
2015,D51,48
2015,D51,352
2015,D51,1
2015,D51,3
2015,D51,1
2015,D51,93
2015,D51,165
2015,D51,288
2015,D51,335
2015,D51,6
2015,D51,139
2015,D51,88
2015,D51,14
2015,D51,93
2015,D51,1
2015,D51,1
2015,D51,1
2015,D51,4
2015,D51,2
2015,D51,1
2015,D51,25
2015,D51,41
2015,D51,59
2015,D51,70
2015,D51,2
2015,D51,38
2015,D51,29
2015,D51,25
2015,D51,2
2015,D51,12
2015,D51,34
2015,D43,78
2015,D51,85
2015,D43,2
2015,D43,80
2015,D43,1
2015,D43,4
2015,D43,122
2015,D43,16
2015,D43,21
2015,D43,80
2015,D43,21
2015,D43,1
2015,D51,1
2015,D43,2
2015,D43,16
2015,D43,4
2015,D51,5
2015,D43,200
2015,D43,19
2015,D43,18
2015,D51,5
2015,D43,1
2015,D43,4
2015,D43,25
2015,D43,307
2015,D43,2
2015,D43,2
2015,D43,35
2015,D43,3
2015,D43,9
2015,D43,172
2015,D43,27
2015,D43,16
2015,D43,33
2015,D43,26
2015,D43,2
2015,D43,7
2015,D43,18
2015,D43,23
2015,D43,1
2015,D43,35
2015,D43,2
2015,D43,5
2015,D43,4
2015,D43,8
2015,D43,4
2015,D43,6
2015,D43,5
2015,D43,1
2015,D43,18
2015,D43,12
2015,D43,1
2015,D43,21
2015,D43,11
2015,D43,7
2015,D43,7
2015,D43,28
2015,D43,17
2015,D43,25
2015,D43,16
2015,D43,29
2015,D43,12
2015,D43,10
2015,D43,1
2015,D43,26
2015,D43,7
2015,D43,27
2015,D43,2
2015,D43,2
2015,D43,2
2015,D43,2
2015,D43,2
2015,D43,2
2015,D43,2
2015,D43,5
2015,D43,82
2015,D43,35
2015,D43,50
2015,D43,90
2015,D43,199
2015,D43,35
2015,D43,42
2015,D43,126
2015,D43,4
2015,D43,131
2015,D43,348
2015,D43,14
2015,D43,143
2015,D43,2
2015,D43,2
2015,D43,1
2015,D43,2
2015,D43,3
2015,D43,1
2015,D43,11
2015,D43,30
2015,D43,17
2015,D43,33
2015,D43,29
2015,D43,2
2015,D43,83
2015,D43,18
2015,D43,33
2015,D43,56
2015,D43,1
2015,D43,56
2015,D43,117
2015,D43,12
2015,D43,67
2015,D43,3
2015,D43,1
2015,D43,2
2015,D43,2
2015,D43,3
2015,D43,12
2015,D43,48
2015,D43,1
2015,D43,24
2015,D43,1
2015,D43,2
2015,D43,1
2015,D43,2
2015,D43,1
2015,D43,1
2015,D43,4
2015,D43,6
2015,D43,1
2015,D43,2
2015,D51,32
2015,D51,48
2015,D51,73
2015,D51,231
2015,D51,4
2015,D51,53
2015,D51,27
2015,D51,16
2015,D51,8
2015,D51,10
2015,D51,17
2015,D51,21
2015,D51,1
2015,D51,10
2015,D51,14
2015,D51,4
2015,D51,7
2015,D51,35
2015,D52,34
2015,D52,155
2015,D52,1526
2015,D52,13
2015,D52,2
2015,D52,12
2015,D52,10
2015,D52,11
2015,D52,6
2015,D52,1
2015,D52,18
2015,D52,40
2015,D52,7
2015,D52,1
2015,D52,3
2015,D52,6
2015,D52,1
2015,D52,1
2015,D52,1
2015,D52,4
2015,D52,7
2015,D53,27
2015,D53,2
2015,D53,4
2015,D53,2
2015,D53,2
2015,D53,1
2015,D53,5
2015,D53,3
2015,D53,5
2015,D53,1
2015,D53,3
2015,D53,17
2015,D53,9
2015,D53,16
2015,D53,8
2015,D53,3
2015,D53,9
2015,D53,5
2015,D52,80
2015,D53,6
2015,D53,1
2015,D53,7
2015,D53,5
2015,D53,28
2015,D53,14
2015,D53,5
2015,D53,1
2015,D53,1
2015,D53,1
2015,D53,27
2015,D52,5
2015,D53,3
2015,D53,4
2015,D53,3
2015,D51,69
2015,D52,19
2015,D52,21
2015,D53,1
2015,D53,12
2015,D53,6
2015,D51,128
2015,D52,14
2015,D52,42
2015,D53,4
2015,D52,295
2015,D53,10
2015,D53,1
2015,D51,2
2015,D52,17
2015,D52,4
2015,D53,104
2015,D52,86
2015,D53,3
2015,D53,5
2015,D51,29
2015,D52,42
2015,D52,19
2015,D53,1
2015,D52,7
2015,D53,29
2015,D53,5
2015,D51,16
2015,D52,1
2015,D52,19
2015,D53,9
2015,D52,19
2015,D53,2
2015,D53,559
2015,D51,2
2015,D52,22
2015,D52,42
2015,D53,6
2015,D53,12
2015,D53,7
2015,D53,7
2015,D53,14
2015,D53,17
2015,D53,23
2015,D53,2
2015,D53,23
2015,D53,77
2015,D53,39
2015,D53,1
2015,D53,49
2015,D53,58
2015,D53,28
2015,D53,116
2015,D53,1
2015,D53,10
2015,D53,15
2015,D53,17
2015,D53,2
2015,D53,8
2015,D53,9
2015,D53,34
2015,D53,31
2015,D53,29
2015,D53,7
2015,D53,1
2015,D53,35
2015,D53,90
2015,D53,56
2015,D53,56
2015,D53,5
2015,D53,57
2015,D53,29
2015,D53,17
2015,D53,1
2015,D53,2
2015,D53,3
2015,D53,5
2015,D53,3
2015,D53,1
2015,D53,3
2015,D53,9
2015,D52,98
2015,D52,85
2015,D52,8
2015,D53,11
2015,D51,7
2015,D53,3
2015,D52,56
2015,D53,16
2015,D52,141
2015,D52,1
2015,D52,67
2015,D53,34
2015,D52,5
2015,D51,14
2015,D53,4
2015,D52,5
2015,D53,1
2015,D52,58
2015,D51,23
2015,D52,1
2015,D53,3
2015,D52,1
2015,D53,31
2015,D52,79
2015,D51,41
2015,D52,7
2015,D53,7
2015,D52,3
2015,D53,6
2015,D52,160
2015,D51,55
2015,D52,14
2015,D53,1
2015,D52,6
2015,D53,21
2015,D52,1
2015,D51,3
2015,D52,12
2015,D53,3
2015,D52,13
2015,D53,15
2015,D52,278
2015,D51,18
2015,D52,6
2015,D53,30
2015,D52,6
2015,D53,83
2015,D52,13
2015,D51,8
2015,D53,8
2015,D52,17
2015,D52,2
2015,D53,106
2015,D51,11
2015,D52,11
2015,D52,22
2015,D53,124
2015,D53,19
2015,D51,4
2015,D52,29
2015,D52,2
2015,D52,34
2015,D53,10
2015,D53,10
2015,D51,10
2015,D52,1
2015,D52,5
2015,D52,12
2015,D53,2
2015,D53,6
2015,D51,5
2015,D52,7
2015,D52,4
2015,D52,8
2015,D53,72
2015,D53,9
2015,D51,20
2015,D52,6
2015,D52,20
2015,D52,29
2015,D53,556
2015,D53,25
2015,D51,2
2015,D52,9
2015,D52,39
2015,D52,3
2015,D53,118
2015,D53,1
2015,D51,1
2015,D52,30
2015,D52,11
2015,D52,5
2015,D51,7
2015,D53,277
2015,D51,6
2015,D53,3
2015,D52,12
2015,D51,10
2015,D53,5
2015,D52,370
2015,D52,1
2015,D51,2
2015,D52,5
2015,D53,204
2015,D53,2
2015,D52,6
2015,D52,13
2015,D51,83
2015,D52,30
2015,D53,79
2015,D53,6
2015,D52,4
2015,D52,56
2015,D51,84
2015,D52,18
2015,D53,147
2015,D53,8
2015,D52,26
2015,D52,244
2015,D51,135
2015,D52,22
2015,D53,2
2015,D53,10
2015,D52,2
2015,D52,904
2015,D51,1
2015,D52,12
2015,D53,3
2015,D53,2
2015,D52,8
2015,D52,1
2015,D51,302
2015,D52,1
2015,D53,13
2015,D53,10
2015,D53,3
2015,D53,6
2015,D53,15
2015,D53,10
2015,D53,8
2015,D53,6
2015,D53,7
2015,D53,10
2015,D53,3
2015,D53,5
2015,D53,3
2015,D53,33
2015,D53,21
2015,D53,4
2015,D53,3
2015,D53,16
2015,D53,4
2015,D53,1
2015,D53,5
2015,D53,3
2015,D53,2
2015,D53,1
2015,D53,1
2015,D51,4
2015,D52,29
2015,D53,9
2015,D52,25
2015,D51,77
2015,D52,4
2015,D52,95
2015,D53,8
2015,D52,1
2015,D51,46
2015,D52,29
2015,D52,1
2015,D53,14
2015,D52,208
2015,D51,1
2015,D52,39
2015,D52,4
2015,D53,5
2015,D52,276
2015,D52,641
2015,D52,2348
2015,D52,91
2015,D52,11
2015,D52,60
2015,D52,85
2015,D52,153
2015,D52,2
2015,D52,6
2015,D52,86
2015,D52,1
2015,D52,37
2015,D52,289
2015,D52,1
2015,D52,470
2015,D52,1
2015,D52,5
2015,D52,2
2015,D52,56
2015,D51,34
2015,D52,2
2015,D53,22
2015,D52,2
2015,D51,50
2015,D52,1
2015,D53,25
2015,D52,3
2015,D51,11
2015,D52,3
2015,D53,23
2015,D52,3
2015,D51,10
2015,D52,4
2015,D53,6
2015,D52,9
2015,D51,32
2015,D52,2
2015,D53,3
2015,D52,5
2015,D51,1
2015,D52,8
2015,D51,36
2015,D52,2
2015,D53,42
2015,D52,4
2015,D53,92
2015,D51,14
2015,D52,14
2015,D53,55
2015,D51,13
2015,D52,97
2015,D53,94
2015,D51,6
2015,D52,2
2015,D53,7
2015,D51,1
2015,D52,10
2015,D53,55
2015,D51,5
2015,D52,48
2015,D53,24
2015,D51,6
2015,D52,70
2015,D53,50
2015,D51,9
2015,D52,9
2015,D53,1
2015,D51,1
2015,D52,69
2015,D53,6
2015,D51,1
2015,D52,9
2015,D53,11
2015,D52,10
2015,D52,6
2015,D52,19
2015,D52,21
2015,D52,107
2015,D52,1
2015,D52,7
2015,D52,1
2015,D52,45
2015,D52,39
2015,D52,1
2015,D52,122
2015,D52,7
2015,D52,39
2015,D55,28
2015,D55,2
2015,D55,20
2015,D55,17
2015,D55,72
2015,D55,53
2015,D55,44
2015,D55,3
2015,D55,20
2015,D55,45
2015,D55,12
2015,D55,15
2015,D55,65
2015,D55,23
2015,D55,41
2015,D55,14
2015,D55,24
2015,D55,17
2015,D55,1
2015,D55,1
2015,D55,3
2015,D55,1
2015,D55,1
2015,D55,2
2015,D55,2
2015,D55,11
2015,D55,3
2015,D55,2
2015,D55,13
2015,D55,11
2015,D55,27
2015,D55,19
2015,D55,17
2015,D55,3
2015,D55,32
2015,D55,12
2015,D55,1
2015,D55,3
2015,D55,9
2015,D55,35
2015,D55,36
2015,D55,14
2015,D53,5
2015,D55,6
2015,D55,20
2015,D55,45
2015,D55,16
2015,D55,16
2015,D55,6
2015,D55,6
2015,D55,4
2015,D55,8
2015,D55,6
2015,D55,16
2015,D53,1
2015,D55,3
2015,D53,4
2015,D55,38
2015,D55,5
2015,D55,3
2015,D55,15
2015,D53,1
2015,D53,2
2015,D55,3
2015,D55,23
2015,D55,2
2015,D55,1
2015,D53,4
2015,D53,21
2015,D55,15
2015,D55,1
2015,D55,133
2015,D55,4
2015,D53,6
2015,D53,19
2015,D55,42
2015,D55,5
2015,D55,92
2015,D55,7
2015,D53,2
2015,D53,17
2015,D55,13
2015,D55,11
2015,D55,146
2015,D55,20
2015,D53,6
2015,D53,3
2015,D55,35
2015,D55,6
2015,D55,102
2015,D55,8
2015,D53,1
2015,D53,21
2015,D55,91
2015,D55,5
2015,D53,1
2015,D55,393
2015,D53,10
2015,D55,45
2015,D55,91
2015,D53,8
2015,D55,6
2015,D55,18
2015,D53,41
2015,D55,153
2015,D55,24
2015,D55,25
2015,D55,44
2015,D53,22
2015,D53,6
2015,D55,14
2015,D55,14
2015,D55,19
2015,D55,12
2015,D53,28
2015,D53,4
2015,D55,152
2015,D55,11
2015,D55,5
2015,D55,34
2015,D53,36
2015,D53,3
2015,D55,153
2015,D55,5
2015,D55,2
2015,D55,11
2015,D53,12
2015,D53,72
2015,D55,5
2015,D55,7
